iter	Logloss
414	0.3071736366
415	0.3071435109
416	0.3071179987
417	0.3070845848
418	0.3070569018
419	0.3070419786
420	0.3070106712
421	0.3069762908
422	0.3069430748
423	0.3069306624
424	0.3068953409
425	0.306870708
426	0.3068317823
427	0.3067951831
428	0.306757281
429	0.3067304036
430	0.3067065909
431	0.306678043
432	0.3066546182
433	0.3066288897
434	0.3065971987
435	0.3065743505
436	0.3065462486
437	0.3065218419
438	0.306489429
439	0.3064637192
440	0.3064422252
441	0.3064185423
442	0.3063971551
443	0.3063667934
444	0.3063398169
445	0.3063057623
446	0.3062852019
447	0.3062555164
448	0.3062266872
449	0.3061980724
450	0.3061675778
451	0.3061432062
452	0.306109309
453	0.3060740406
454	0.3060448082
455	0.3060178772
456	0.3059904361
457	0.3059576232
458	0.3059307372
459	0.3059163665
460	0.3058830051
461	0.305860089
462	0.3058203973
463	0.3057899806
464	0.3057607952
465	0.3057297187
466	0.3057042778
467	0.3056721048
468	0.3056460449
469	0.305618584
470	0.3055994822
471	0.3055612796
472	0.3055277193
473	0.3054943822
474	0.3054638356
475	0.3054298744
476	0.305395156
477	0.3053751943
478	0.3053590705
479	0.3053326794
480	0.3053084262
481	0.3052860165
482	0.3052673513
483	0.3052453232
484	0.305209495
485	0.3051845451
486	0.3051629396
487	0.3051309797
488	0.3051014581
489	0.3050803262
490	0.3050559263
491	0.3050250255
492	0.3050022313
493	0.3049804181
494	0.3049480131
495	0.30491729
496	0.3049025271
497	0.3048757747
498	0.3048575811
499	0.3048338015
500	0.3048204727
501	0.3048010645
502	0.3047701471
503	0.3047340943
504	0.3047064336
505	0.3046758598
506	0.304632068
507	0.3046031168
508	0.304585407
509	0.3045592137
510	0.3045244034
511	0.3045076199
512	0.3044799868
513	0.3044488688
514	0.3044150926
515	0.3043836299
516	0.3043580205
517	0.3043254022
518	0.3042919956
519	0.3042715349
520	0.3042492884
521	0.3042280507
522	0.3042058806
523	0.3041855136
524	0.3041555263
525	0.304125909
526	0.3041067021
527	0.3040735907
528	0.3040515201
529	0.3040327577
530	0.3040093219
531	0.3039779643
532	0.3039417322
533	0.3039202507
534	0.3038852979
535	0.3038487753
536	0.3038276521
537	0.3037991088
538	0.3037774753
539	0.3037341044
540	0.3037089777
541	0.3036862988
542	0.3036595701
543	0.3036330503
544	0.3036019623
545	0.3035763944
546	0.3035529999
547	0.3035315001
548	0.3035022444
549	0.3034840772
550	0.3034464083
551	0.3034204336
552	0.3034043424
553	0.303371644
554	0.3033472892
555	0.3033242727
556	0.3033034351
557	0.3032774669
558	0.3032485935
559	0.3032230741
560	0.303196792
561	0.3031781269
562	0.303161976
563	0.3031266443
564	0.3031001126
565	0.3030697067
566	0.3030433126
567	0.303012078
568	0.3029885558
569	0.3029562112
570	0.3029349583
571	0.3028954652
572	0.3028798978
573	0.3028447101
574	0.3028252358
575	0.3028045491
576	0.3027788652
577	0.3027435528
578	0.3027112881
579	0.3026862577
580	0.3026591968
581	0.3026296067
582	0.3026017949
583	0.3025785372
584	0.3025505394
585	0.3025398707
586	0.3025204376
587	0.3024952659
588	0.3024686973
589	0.3024400778
590	0.3024136678
591	0.3023967238
592	0.3023819565
593	0.3023603247
594	0.3023457766
595	0.3023165522
596	0.3022938288
597	0.302249817
598	0.3022170865
599	0.3021853913
600	0.3021680627
601	0.3021364734
602	0.3021083239
603	0.3020779927
604	0.3020641597
605	0.3020347494
606	0.3020006965
607	0.3019749885
608	0.3019538287
609	0.3019309728
610	0.3019071114
611	0.3018889569
612	0.3018508781
613	0.3018246206
614	0.3017990509
615	0.3017689434
616	0.3017497709
617	0.3017302477
618	0.3016997013
619	0.3016706223
620	0.3016349246
621	0.3016010935
622	0.3015816593
623	0.3015555327
624	0.3015316958
625	0.3015073871
626	0.3014833498
627	0.3014597402
628	0.3014299384
629	0.3013950382
630	0.3013608667
631	0.3013440997
632	0.3013259319
633	0.3012976876
634	0.3012767843
635	0.3012466644
636	0.3012170164
637	0.3011924407
638	0.3011784651
639	0.3011604774
640	0.3011355652
641	0.3011171929
642	0.3011003268
643	0.3010723057
644	0.3010504021
645	0.3010288569
646	0.3010093458
647	0.3009888564
648	0.3009658043
649	0.3009422321
650	0.3009155833
651	0.3008866875
652	0.3008614657
653	0.3008221395
654	0.3008096601
655	0.30078548
656	0.3007601138
657	0.3007449287
658	0.3007058259
659	0.3006784148
660	0.3006530566
661	0.3006369527
662	0.3006148223
663	0.3005865596
664	0.3005498514
665	0.3005304607
666	0.3004988351
667	0.3004636378
668	0.3004428137
669	0.3004138019
670	0.3003882552
671	0.3003674746
672	0.3003422658
673	0.3003198853
674	0.3002915926
675	0.3002685775
676	0.3002434416
677	0.3002284991
678	0.3002036635
679	0.3001730407
680	0.3001466282
681	0.3001271275
682	0.300096775
683	0.3000647623
684	0.3000318914
685	0.3000198033
686	0.2999952905
687	0.2999695436
688	0.2999493912
689	0.2999245462
690	0.2999117375
691	0.2998921787
692	0.2998613432
693	0.2998476379
694	0.2998227341
695	0.2997871878
696	0.2997706779
697	0.299735566
698	0.2997134443
699	0.2996928635
700	0.2996600154
701	0.2996377004
702	0.2996237093
703	0.2996098181
704	0.2995730812
705	0.2995451267
706	0.2995259083
707	0.2995050297
708	0.2994964401
709	0.2994701116
710	0.2994449586
711	0.299422238
712	0.2993946458
713	0.299375851
714	0.2993484974
715	0.2993218722
716	0.2992940578
717	0.2992772318
718	0.2992513989
719	0.2992214029
720	0.2991991
721	0.2991860459
722	0.2991707119
723	0.2991454335
724	0.2991302433
725	0.2991146615
726	0.2990890734
727	0.299068326
728	0.2990471015
729	0.2990287876
730	0.2989990613
731	0.2989823269
732	0.2989521277
733	0.2989340782
734	0.2989015753
735	0.2988731984
736	0.2988450584
737	0.2988190474
738	0.2987873482
739	0.2987630083
740	0.2987388893
741	0.298705921
742	0.2986934217
743	0.298667596
744	0.2986510341
745	0.2986320636
746	0.298612338
747	0.2985929682
748	0.2985704604
749	0.2985482265
750	0.2985281564
751	0.2985000706
752	0.2984776265
753	0.298451274
754	0.298418795
755	0.298398991
756	0.2983769663
757	0.2983555597
758	0.2983312415
759	0.2983119713
760	0.2982912599
761	0.29828124
762	0.2982457193
763	0.2982198853
764	0.2981964497
765	0.2981711863
766	0.2981607547
767	0.2981423559
768	0.2981190644
769	0.2980961797
770	0.2980915896
771	0.2980651411
772	0.2980501182
773	0.2980354517
774	0.2980113821
775	0.2979859029
776	0.2979600496
777	0.2979329589
778	0.2979205888
779	0.2978860789
780	0.2978681566
781	0.2978423977
782	0.2978257413
783	0.2977918957
784	0.2977650563
785	0.2977456073
786	0.2977403902
787	0.2977149103
788	0.2976848136
789	0.2976669033
790	0.2976464909
791	0.2976277645
792	0.2975964341
793	0.2975715383
794	0.2975499519
795	0.2975268669
796	0.2975046994
797	0.2974852915
798	0.2974593489
799	0.297433919
800	0.2974129301
801	0.297385383
802	0.2973644381
803	0.2973444258
804	0.2973228076
805	0.2973030694
806	0.2972815765
807	0.2972457528
808	0.297223645
809	0.2972043219
810	0.2971933356
811	0.2971670784
812	0.2971357387
813	0.2971144188
814	0.2971004483
815	0.2970714191
816	0.2970547441
817	0.2970333809
818	0.2970156724
819	0.2969957968
820	0.2969957742
821	0.2969720801
822	0.2969568715
823	0.2969399081
824	0.2969226466
825	0.2968817403
826	0.2968546809
827	0.2968370825
828	0.2968120205
829	0.2967823997
830	0.2967588891
831	0.2967363331
832	0.2967226089
833	0.2966991766
834	0.2966745133
835	0.2966581517
836	0.2966315571
837	0.2966068626
838	0.2965837252
839	0.296564074
840	0.2965440803
841	0.2965305069
842	0.2965015438
843	0.2964763487
844	0.2964514244
845	0.296431002
846	0.2964014901
847	0.296370967
848	0.2963397213
849	0.2963056414
850	0.2962793211
851	0.2962517666
852	0.2962270073
853	0.2962148928
854	0.2961937715
855	0.2961790542
856	0.2961535685
857	0.2961411351
858	0.296117337
859	0.2960928223
860	0.2960617827
861	0.2960410589
862	0.2960279353
863	0.2960096486
864	0.2959886312
865	0.2959754915
866	0.2959486146
867	0.2959241992
868	0.2958882807
869	0.2958737328
870	0.2958446452
871	0.2958273732
872	0.2957967424
873	0.295785763
874	0.2957649249
875	0.295746283
876	0.2957235057
877	0.2957005578
878	0.2956872282
879	0.2956637195
880	0.2956410178
881	0.2956188865
882	0.295606557
883	0.2955895202
884	0.295572483
885	0.2955503254
886	0.2955301787
887	0.2955089881
888	0.2954842365
889	0.2954682687
890	0.2954438715
891	0.2954294268
892	0.2954092614
893	0.2953883699
894	0.2953712544
895	0.2953565397
896	0.2953377083
897	0.2953093639
898	0.2952912491
899	0.2952655154
900	0.2952391184
901	0.2952174531
902	0.2951979945
903	0.2951668752
904	0.2951478079
905	0.2951211536
906	0.2951074609
907	0.2950826843
908	0.2950514132
909	0.2950194827
910	0.2950049552
911	0.2949881702
912	0.2949659126
913	0.2949486297
914	0.2949328109
915	0.294915213
916	0.2948953253
917	0.2948732359
918	0.2948480113
919	0.2948239818
920	0.2947983518
921	0.2947757218
922	0.2947538072
923	0.2947269062
924	0.2947088708
925	0.2946926414
926	0.294665434
927	0.2946388323
928	0.2946133514
929	0.2945964099
930	0.2945720952
931	0.2945489138
932	0.2945219218
933	0.2945002573
934	0.2944781845
935	0.2944549146
936	0.2944336004
937	0.2944171794
938	0.2943977741
939	0.2943707353
940	0.294350545
941	0.2943332168
942	0.2943012559
943	0.2942743389
944	0.2942513869
945	0.2942233564
946	0.2942002587
947	0.2941791284
948	0.2941555526
949	0.2941336964
950	0.2941062626
951	0.2940849803
952	0.2940725371
953	0.2940551586
954	0.2940456487
955	0.2940274924
956	0.2940111667
957	0.2939878961
958	0.2939616322
959	0.2939271618
960	0.2939013888
961	0.2938645763
962	0.2938410077
963	0.2938101269
964	0.293792101
965	0.2937715621
966	0.2937549625
967	0.2937359342
968	0.2937184008
969	0.2936999588
970	0.2936797206
971	0.2936633107
972	0.2936506887
973	0.2936304481
974	0.2936034479
975	0.2935859168
976	0.293564605
977	0.2935412264
978	0.2935092092
979	0.2934886189
980	0.2934489492
981	0.293425169
982	0.2934052421
983	0.2933848834
984	0.2933599955
985	0.2933376656
986	0.2933100393
987	0.2932821139
988	0.2932659645
989	0.293242135
990	0.2932284881
991	0.2932002261
992	0.2931830059
993	0.2931567607
994	0.2931419642
995	0.2931146756
996	0.2930954851
997	0.293073309
998	0.2930538928
999	0.293033415
